input,output,instruction
"bullionvault : annual price patterns in gold, silver, platinum",No,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
"bullionvault : annual price patterns in gold, silver, platinum",No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
"bullionvault : annual price patterns in gold, silver, platinum",No,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
"bullionvault : annual price patterns in gold, silver, platinum",Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
"bullionvault : annual price patterns in gold, silver, platinum",No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
"bullionvault : annual price patterns in gold, silver, platinum",No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
"bullionvault : annual price patterns in gold, silver, platinum",No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
"bullionvault : annual price patterns in gold, silver, platinum",Yes,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
"gold futures climb, but metals indexes fall",No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
"gold futures climb, but metals indexes fall",Yes,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
"gold futures climb, but metals indexes fall",No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
"gold futures climb, but metals indexes fall",No,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
"gold futures climb, but metals indexes fall",Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
"gold futures climb, but metals indexes fall",No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
"gold futures climb, but metals indexes fall",No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
"gold futures climb, but metals indexes fall",No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
"gold futures climb, but metals indexes fall",No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
"gold closes marginally lower at $1,336.90/oz",No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
"gold closes marginally lower at $1,336.90/oz",No,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
"gold closes marginally lower at $1,336.90/oz",No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
"gold closes marginally lower at $1,336.90/oz",Yes,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
"gold closes marginally lower at $1,336.90/oz",Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
"gold closes marginally lower at $1,336.90/oz",No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
"gold closes marginally lower at $1,336.90/oz",No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
"gold closes marginally lower at $1,336.90/oz",No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
"gold closes marginally lower at $1,336.90/oz",No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
gold edges up from multi-month low,No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
gold edges up from multi-month low,Yes,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
gold edges up from multi-month low,No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
gold edges up from multi-month low,No,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
gold edges up from multi-month low,Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
gold edges up from multi-month low,No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
gold edges up from multi-month low,No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
gold edges up from multi-month low,No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
gold edges up from multi-month low,No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
"gold extends gains to $1,250/oz after ism report",No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
"gold extends gains to $1,250/oz after ism report",Yes,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
"gold extends gains to $1,250/oz after ism report",No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
"gold extends gains to $1,250/oz after ism report",No,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
"gold extends gains to $1,250/oz after ism report",Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
"gold extends gains to $1,250/oz after ism report",No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
"gold extends gains to $1,250/oz after ism report",No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
"gold extends gains to $1,250/oz after ism report",No,Does the news headline talk about a general event (apart from prices) in the future? Please choose an answer from {Yes/No}.
"gold extends gains to $1,250/oz after ism report",No,Does the news headline compare gold with any other asset? Please choose an answer from {Yes/No}.
"june gold falls $26.80, or 1.7%, $1,550/oz",No,Does the news headline talk about price? Please choose an answer from {Yes/No}.
"june gold falls $26.80, or 1.7%, $1,550/oz",No,Does the news headline talk about price going up? Please choose an answer from {Yes/No}.
"june gold falls $26.80, or 1.7%, $1,550/oz",No,Does the news headline talk about price staying constant? Please choose an answer from {Yes/No}.
"june gold falls $26.80, or 1.7%, $1,550/oz",Yes,Does the news headline talk about price going down? Please choose an answer from {Yes/No}.
"june gold falls $26.80, or 1.7%, $1,550/oz",Yes,Does the news headline talk about price in the past? Please choose an answer from {Yes/No}.
"june gold falls $26.80, or 1.7%, $1,550/oz",No,Does the news headline talk about price in the future? Please choose an answer from {Yes/No}.
"june gold falls $26.80, or 1.7%, $1,550/oz",No,Does the news headline talk about a general event (apart from prices) in the past? Please choose an answer from {Yes/No}.
